Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,Rural?,RUCA,FORHP Rural/Urban,CSBA Rural/Urban,FIPS,Sale-leaseback,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,Phone
ELKHORN VALLEY REHABILITATION HOSPITAL LLC,533027,Ernest Health,One Equity Partners,Y,WY,5715 EAST 2ND STREET,CASPER,82609,,October 2018,PE,Proprietary,Rehabilitation hospital,West ,,,1,2,Rural,Metro,56025,MPT,,40,41,41,,,(307) 265-0005
ENNIS REGIONAL MEDICAL CENTER,450833,ScionHealth,Apollo Global Management,Y,TX,2201 WEST LAMPASAS STREET,ENNIS,75119,ELLIS,November 2018,Public,Proprietary,Acute Care Hospitals,South ,PPS,2,1,4,Rural,Metro,48139,,60,,44,60,49,Yes,(972) 875-0900
EVANSTON REGIONAL HOSPITAL,530032,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,WY,190 ARROWHEAD DR,EVANSTON,82930,UINTA,May 2020,Public,Proprietary,Acute Care Hospitals,West ,SCH,Not Available,1,4,Rural,Micro,56041,,32,,42,42,31,Yes,(307) 789-3636
EVEREST REHABILITATION HOSPITAL LONGVIEW,673073,LifePoint Health,Apollo Global Management,Y,TX,701 E LOOP 281,LONGVIEW,75605,,March 2023,Private,Proprietary,Rehabilitation hospital,South ,,,,1,Urban,Metro,48183,CHT,,36,36,36,,,(903) 533-5379
EVEREST REHABILITATION HOSPITAL TEMPLE,673074,LifePoint Health,Apollo Global Management,Y,TX,23621 SE H.K. DODGEN LOOP,TEMPLE,76504,,March 2023,Private,Proprietary,Rehabilitation hospital,South ,,,,1,Urban,Metro,48027,CHT,,36,36,36,,,(254) 410-0555
FANNIN REGIONAL HOSPITAL,110189,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,GA,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,30513,FANNIN,May 2020,Public,Proprietary,Acute Care Hospitals,South ,MDH,3,1,10,Rural,Neither,13111,,50,,50,50,47,Yes,(706) 632-3711
FAUQUIER HOSPITAL,490023,LifePoint Health,Apollo Global Management,Y,VA,500 HOSPITAL DRIVE,WARRENTON,20186,FAUQUIER,November 2018,Public,Proprietary,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,51061,,97,,97,97,93,Yes,(540) 316-5000
FLEMING COUNTY HOSPITAL,181332,LifePoint Health,Apollo Global Management,Y,KY,55 FOUNDATION DRIVE,FLEMINGSBURG,41041,FLEMING,November 2018,Public,Proprietary,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Neither,21069,,25,,25,25,,Yes,(606) 849-5100
FORREST CITY MEDICAL CENTER,040019,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,AR,1601 NEWCASTLE ROAD,FORREST CITY,72335,ST. FRANCIS,May 2020,Public,Proprietary,Acute Care Hospitals,South ,SCH,2,1,4,Rural,Micro,5123,,56,,118,118,54,Yes,(870) 261-0000
FOUNDATION SURGICAL HOSPITAL OF EL PASO,450877,Legent Health (PSN),"BTG Pactual, ZT Corporate",Y,TX,1416 GEORGE DIETER,EL PASO,79936,EL PASO,July 2020,Private,Proprietary,Acute Care Hospitals,South ,PPS,3,,1,Urban,Metro,48141,,40,,40,40,40,Yes,(915) 598-4240
FRYE REGIONAL MEDICAL CENTER,340116,LifePoint Health,Apollo Global Management,Y,NC,420 N CENTER ST,HICKORY,28601,CATAWBA,November 2018,Public,Proprietary,Acute Care Hospitals,South ,RRC,3,1,1,Urban,Metro,37035,,226,,338,338,214,Yes,(828) 322-6070
GATEWAY REGIONAL MEDICAL CENTER,140125,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,IL,2100 MADISON AVENUE,GRANITE CITY,62040,MADISON,May 2020,Public,Proprietary,Acute Care Hospitals,Midwest ,PPS,1,,1,Urban,Metro,17119,,288,,406,406,282,Yes,(618) 798-3000
GENERATIONS BEHAVIORAL HEALTH - GENEVA,364054,Generations Behavioral Health,Capital Alignment Partners,Y,OH,60 WEST STREET,GENEVA,44041,ASHTABULA,October 2019,Private,Proprietary,Psychiatric,Midwest ,,Not Available,1,2,Rural,Micro,39007,,,18,16,16,,No,(440) 415-0794
GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,364060,Generations Behavioral Health,Capital Alignment Partners,Y,OH,196 COLONIAL DRIVE,YOUNGSTOWN,44504,MAHONING,October 2019,Private,Proprietary,Psychiatric,Midwest ,,Not Available,,1,Urban,Metro,39155,,,76,76,76,,No,(234) 232-7478
GEORGETOWN COMMUNITY HOSPITAL,180101,LifePoint Health,Apollo Global Management,Y,KY,1140 LEXINGTON ROAD,GEORGETOWN,40324,SCOTT,November 2018,Public ,Proprietary,Acute Care Hospitals,South ,PPS,2,1,4,Rural,Metro,21209,,75,,75,75,72,Yes,(502) 868-1100
GREAT FALLS CLINIC HOSPITAL,270086,Surgery Partners,Bain Capital,Y,MT,3010 15TH AVENUE SOUTH,GREAT FALLS,59405,CASCADE,August 2017,PE/Public,Proprietary,Acute Care Hospitals,West ,PPS,5,,1,Urban,Metro,30013,,20,,20,20,17,Yes,(406) 216-8000
GREATER PEORIA SPECIALTY HOSPITAL,142013,ScionHealth,Apollo Global Management,Y,IL,500 W ROMEO B GARRETT AVENUE,PEORIA,61605,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,17143,,,50,50,50,,,(309) 680-1500
"GREENWOOD REGIONAL REHABILITATION HOSPITAL, INC",423030,Ernest Health,One Equity Partners,Y,SC,1530 PARKWAY,GREENWOOD,29646,,October 2018,PE,Proprietary,Rehabilitation hospital,South ,,,1,4,Rural,Micro,45047,MPT,,42,42,42,,,(864) 330-9070
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,Ardent Health Services,Equity Group Investments,Y,NJ,250 OLD HOOK ROAD,WESTWOOD,7675,BERGEN,March 2017,PE,Proprietary,Acute Care Hospitals,Northeast ,PPS,3,,1,Urban,Metro,34003,,78,,128,128,74,Yes,(201) 383-1035
"HACKENSACK MERIDIAN HEALTH, MOUNTAINSIDE MEDICAL",310054,Ardent Health Services,Equity Group Investments,Y,NJ,1 BAY AVENUE,MONTCLAIR,7042,ESSEX,March 2017,PE,Proprietary,Acute Care Hospitals,Northeast ,PPS,2,,1,Urban,Metro,34013,,185,,328,328,181,Yes,(973) 429-6314
HAMPSTEAD HOSPITAL,304001,Wellpath,H.I.G. Capital,Y,NH,218 EAST ROAD,HAMPSTEAD,3841,ROCKINGHAM,,,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,33015,,,111,111,111,,No,(603) 329-5311
HARRIS REGIONAL HOSPITAL,340016,LifePoint Health,Apollo Global Management,Y,NC,68 HOSPITAL RD,SYLVA,28779,JACKSON,November 2018,Public,Proprietary,Acute Care Hospitals,South ,PPS,4,1,4,Rural,Micro,37099,,82,,86,86,78,Yes,(828) 586-7000
HAVASU REGIONAL MEDICAL CENTER,030069,LifePoint Health,Apollo Global Management,Y,AZ,101 CIVIC CENTER LANE,LAKE HAVASU CITY,86403,MOHAVE,November 2018,Public,Proprietary,Acute Care Hospitals,West ,SCH/RRC,3,1,1,Urban,Metro,4015,,144,,152,152,142,Yes,(928) 855-8185
HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,324013,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,NM,"5400 GIBSON BOULEVARD SE, 4TH FLOOR BOX# 8",ALBUQUERQUE,87108,BERNALILLO,May 2006,,Proprietary,Psychiatric,West ,,Not Available,,1,Urban,Metro,35001,,,48,48,48,,No,(505) 254-4500
HAVEN BEHAVIORAL HOSPITAL OF DAYTON,364048,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,OH,"ONE ELIZABETH PLACE, SUITE 10B",DAYTON,45417,MONTGOMERY,May 2006,,Proprietary,Psychiatric,Midwest ,,Not Available,,1,Urban,Metro,39113,,,59,32,32,,No,(937) 234-0105
HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,394052,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,PA,145 NORTH 6TH STREET,READING,19601,BERKS,August 2010,De Novo,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,42011,,,86,48,48,,No,(610) 406-4340
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,454134,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,TX,"5680 FRISCO SQUARE BLVD, SUITE 3000",FRISCO,75034,DENTON,,,Proprietary,Psychiatric,South ,,Not Available,,1,Urban,Metro,48085,,,70,70,70,,No,(469) 535-8000
HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,394053,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,PA,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,19129,PHILADELPHIA,,,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,42101,,,36,36,36,,No,(215) 475-3400
HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,034020,Haven Behavioral Healthcare,"Thoma Bravo, Resolute Capital Partners, WP Global Partners, Brown Brothers Harriman Capital Partners",Y,AZ,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,85007,MARICOPA,May 2006,,Proprietary,Psychiatric,West ,,Not Available,,1,Urban,Metro,4013,,,57,57,57,,No,(623) 236-2000
HAYWOOD REGIONAL MEDICAL CENTER,340184,LifePoint Health,Apollo Global Management,Y,NC,262 LEROY GEORGE DRIVE,CLYDE,28721,HAYWOOD,November 2018,Public,Proprietary,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,37087,,121,,178,178,116,Yes,(828) 456-7311
HEARTLAND REGIONAL MEDICAL CENTER,140184,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,IL,3333 W DEYOUNG,MARION,62959,WILLIAMSON,May 2020,Public,Proprietary,Acute Care Hospitals,Midwest ,PPS,2,,1,Urban,Metro,17199,,94,,92,92,88,Yes,(618) 998-7000
HELENA REGIONAL MEDICAL CENTER,040085,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,AR,1801 MARTIN LUTHER KING JR DRIVE,HELENA,72342,PHILLIPS,May 2020,Public,Proprietary,Acute Care Hospitals,South ,SCH,4,1,4,Rural,Micro,5107,,127,,155,155,125,Yes,(870) 338-5800
HIGHLAND SPRINGS,364053,LifePoint Health,Apollo Global Management,Y,OH,4199 MILL POND DRIVE,BEACHWOOD,44122,CUYAHOGA,February 2023,PE,Proprietary,Psychiatric,Midwest ,,Not Available,,1,Urban,Metro,39035,MPT,,72,72,72,,No,(216) 302-3070
HILLCREST HOSPITAL CLAREMORE,370039,Ardent Health Services,Equity Group Investments,Y,OK,1202 N MUSKOGEE PLACE,CLAREMORE,74017,ROGERS,August 2015,PE,Proprietary,Acute Care Hospitals,South ,PPS,4,1,4,Rural,Metro,40131,,41,,49,49,52,Yes,(918) 341-2556
HILLCREST HOSPITAL CUSHING,370099,Ardent Health Services,Equity Group Investments,Y,OK,1027 EAST CHERRY STREET,CUSHING,74023,PAYNE,August 2015,PE,Proprietary,Acute Care Hospitals,South ,MDH,4,1,7,Rural,Micro,40119,,24,,99,99,73,Yes,(918) 225-8152
HILLCREST HOSPITAL HENRYETTA,370183,Ardent Health Services,Equity Group Investments,Y,OK,2401 W MAIN,HENRYETTA,74437,OKMULGEE,August 2015,PE,Proprietary,Acute Care Hospitals,South ,PPS,3,1,7,Rural,Metro,40111,,15,,41,41,26,Yes,(918) 650-1511
HILLCREST HOSPITAL PRYOR,370015,Ardent Health Services,Equity Group Investments,Y,OK,111 NORTH BAILEY STREET,PRYOR,74361,MAYES,August 2015,PE,Proprietary,Acute Care Hospitals,South ,MDH,4,1,7,Rural,Neither,40097,,16,,48,48,22,Yes,(918) 825-1600
HILLCREST HOSPITAL SOUTH,370202,Ardent Health Services,Equity Group Investments,Y,OK,8801 SOUTH 101ST EAST AVENUE,TULSA,74133,TULSA,August 2015,PE,Proprietary,Acute Care Hospitals,South ,RRC,4,1,1,Urban,Metro,40143,,136,,180,180,160,Yes,(918) 294-4000
HILLCREST MEDICAL CENTER,370001,Ardent Health Services,Equity Group Investments,Y,OK,1120 SOUTH UTICA AVENUE,TULSA,74104,TULSA,August 2015,PE,Proprietary,Acute Care Hospitals,South ,RRC,2,1,1,Urban,Metro,40143,,404,,620,620,451,Yes,(918) 579-1000
HOWARD UNIVERSITY HOSPITAL,090003,,Adventist HealthCare,Y,D.C.,2041 GEORGIA AVE NW,WASHINGTON,20060,THE DISTRICT,February 2020,University,Proprietary,Acute Care Hospitals,South ,PPS,1,,1,Urban,Metro,11001,,227,,479,479,225,No,(202) 745-6100
"IDAHO FALLS COMMUNITY HOSPITAL, LLC",130074,Surgery Partners,Bain Capital,Y,ID,2327 CORONADO ST,IDAHO FALLS,83404,BONNEVILLE,August 2017,PE/Public,Proprietary,Acute Care Hospitals,West ,PPS,Not Available,,1,Urban,Metro,16019,MPT,88,,88,88,1,Yes,(208) 528-1000
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,ScionHealth,Apollo Global Management,Y,OK,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,73109,OKLAHOMA,May 2016,PE,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,40109,,185,,334,334,178,Yes,(405) 636-7000
INTENSIVE SPECIALTY HOSPITAL,192010,Cedar Health Group,Cedar Health Group,Y,LA,1800 IRVING PLACE,SHREVEPORT,71101,,2019,,Proprietary,LTACH,South ,,,,1,Urban,Metro,22017,,,196,196,196,,,(318) 425-4096
JACKSON PURCHASE MEDICAL CENTER,180116,LifePoint Health,Apollo Global Management,Y,KY,1099 MEDICAL CENTER CIRCLE,MAYFIELD,42066,GRAVES,November 2018,Public ,Proprietary,Acute Care Hospitals,South ,RRC,2,1,4,Rural,Micro,21083,,95,,93,93,86,Yes,(270) 251-4585
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",170196,Surgery Partners,Bain Capital,Y,KS,3333 NORTH WEBB ROAD,WICHITA,67226,SEDGWICK,August 2017,PE/Public,Proprietary,Acute Care Hospitals,Midwest ,PPS,Not Available,,1,Urban,Metro,20173,,35,,36,36,36,No,(316) 462-5326
KENTUCKY RIVER MEDICAL CENTER,180139,Quorum Health Corporation,"GoldenTree Asset Management, Davidson Kempner",Y,KY,540 JETT DRIVE,JACKSON,41339,BREATHITT,May 2020,Public,Proprietary,Acute Care Hospitals,South ,SCH,2,1,7,Rural,Neither,21025,,49,,55,55,46,Yes,(606) 666-6000
KINDRED - CHICAGO - LAKESHORE,142009,ScionHealth,Apollo Global Management,Y,IL,6130 NORTH SHERIDAN ROAD,CHICAGO,60660,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,17031,,,140,94,94,,,(773) 381-1222
KINDRED HOSPITAL  ALBUQUERQUE,322002,ScionHealth,Apollo Global Management,Y,NM,700 HIGH STREET NE,ALBUQUERQUE,87102,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,35001,,,57,61,61,,,(505) 242-4444
KINDRED HOSPITAL - CHATTANOOGA,442007,ScionHealth,Apollo Global Management,Y,TN,709 WALNUT STREET,CHATTANOOGA,37402,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,47065,,,44,49,49,,,(423) 266-7721
KINDRED HOSPITAL - CHICAGO - NORTHLAKE,142008,ScionHealth,Apollo Global Management,Y,IL,365 E NORTH AVE,NORTHLAKE,60164,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,17031,,,185,258,258,,,(773) 267-2620
KINDRED HOSPITAL - LAS VEGAS (SAHARA CAMPUS),292002,ScionHealth,Apollo Global Management,Y,NV,5110 W SAHARA AVE,LAS VEGAS,89146,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,32003,,,118,146,146,,,(702) 835-2926
KINDRED HOSPITAL - LOS ANGELES,052032,ScionHealth,Apollo Global Management,Y,CA,5525  W SLAUSON AVENUE,LOS ANGELES,90056,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6037,,,81,81,81,,,(310) 642-0325
KINDRED HOSPITAL - SAN DIEGO,052036,ScionHealth,Apollo Global Management,Y,CA,1940 EL CAJON BLVD,SAN DIEGO,92104,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6073,,,70,70,70,,,(619) 543-4500
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,052034,ScionHealth,Apollo Global Management,Y,CA,2800 BENEDICT DRIVE,SAN LEANDRO,94577,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6001,,,99,99,99,,,(510) 357-8300
KINDRED HOSPITAL - ST LOUIS,262010,ScionHealth,Apollo Global Management,Y,MO,4930 LINDELL BOULEVARD,SAINT LOUIS,63108,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,29510,,,92,60,60,,,(314) 361-8700
KINDRED HOSPITAL - SYCAMORE,142006,ScionHealth,Apollo Global Management,Y,IL,225 EDWARD STREET,SYCAMORE,60178,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,17037,,,69,69,69,,,(815) 895-2144
KINDRED HOSPITAL -- LA MIRADA,052038,ScionHealth,Apollo Global Management,Y,CA,14900 E IMPERIAL HWY,LA MIRADA,90638,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6037,,,216,277,277,,,(562) 944-1900
KINDRED HOSPITAL AURORA,062013,ScionHealth,Apollo Global Management,Y,CO,700 POTOMAC ST FL 2,AURORA,80011,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,8005,,,37,37,37,,,(720) 857-8333
KINDRED HOSPITAL BALDWIN PARK,052045,ScionHealth,Apollo Global Management,Y,CA,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6037,,,91,95,95,,,(626) 388-2700
KINDRED HOSPITAL BREA,052039,ScionHealth,Apollo Global Management,Y,CA,875 N BREA BLVD,BREA,92821,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6059,,,48,48,48,,,(714) 529-6842
KINDRED HOSPITAL CLEAR LAKE,452075,ScionHealth,Apollo Global Management,Y,TX,350 BLOSSOM ST,WEBSTER,77598,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48201,MPT,,110,147,147,,,(281) 316-7800
KINDRED HOSPITAL FORT WORTH- MANSFIELD,452019,ScionHealth,Apollo Global Management,Y,TX,1802 HIGHWAY 157 NORTH,MANSFIELD,76063,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48439,,,55,55,55,,,(817) 332-4812
KINDRED HOSPITAL GREENSBORO,342012,ScionHealth,Apollo Global Management,Y,NC,2401 SOUTHSIDE BLVD,GREENSBORO,27406,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,37081,,,101,101,101,,,(336) 271-2800
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,452023,ScionHealth,Apollo Global Management,Y,TX,6441 MAIN ST,HOUSTON,77030,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48201,,,110,110,110,,,(713) 790-0500
KINDRED HOSPITAL HOUSTON NORTHWEST,452039,ScionHealth,Apollo Global Management,Y,TX,11297 FALLBROOK,HOUSTON,77065,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48201,,,158,76,158,,,(281) 897-8114
KINDRED HOSPITAL INDIANAPOLIS,152007,ScionHealth,Apollo Global Management,Y,IN,1700 W 10TH ST,INDIANAPOLIS,46222,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,18097,,,59,59,59,,,(317) 636-4400
KINDRED HOSPITAL INDIANAPOLIS NORTH,152013,ScionHealth,Apollo Global Management,Y,IN,8060 KNUE ROAD,INDIANAPOLIS,46250,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,18097,CHT,,45,45,45,,,(317) 813-8900
KINDRED HOSPITAL LIMA,362020,ScionHealth,Apollo Global Management,Y,OH,730 W MARKET ST,LIMA,45801,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,39003,,,26,12,12,,,(419) 224-1888
KINDRED HOSPITAL LOUISVILLE,182001,ScionHealth,Apollo Global Management,Y,KY,1313 SAINT ANTHONY PLACE,LOUISVILLE,40204,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,21111,,,153,367,367,,,(502) 587-7001
KINDRED HOSPITAL MELBOURNE,102027,ScionHealth,Apollo Global Management,Y,FL,765 W NASA BLVD,MELBOURNE,32901,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12009,,,60,60,60,,,(321) 733-5725
KINDRED HOSPITAL NEW JERSEY - MORRIS COUNTY,312020,ScionHealth,Apollo Global Management,Y,NJ,400 WEST BLACKWELL STREET,DOVER,7801,,December 2021,PE,Proprietary,LTACH,Northeast ,,,,1,Urban,Metro,34027,MPT,,117,117,117,,,(973) 537-3816
KINDRED HOSPITAL NORTHLAND,262018,ScionHealth,Apollo Global Management,Y,MO,500 NW 68TH STREET,KANSAS CITY,64118,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,29047,MPT,,50,35,35,,,(816) 420-6300
KINDRED HOSPITAL OCALA,102019,ScionHealth,Apollo Global Management,Y,FL,"1500 SW 1ST AVENUE, 5TH FLOOR",OCALA,34474,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12083,,,31,31,31,,,(352) 369-0513
KINDRED HOSPITAL ONTARIO,052037,ScionHealth,Apollo Global Management,Y,CA,550 NORTH MONTEREY,ONTARIO,91764,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6071,,,91,91,91,,,(909) 391-0333
KINDRED HOSPITAL PARAMOUNT,052046,ScionHealth,Apollo Global Management,Y,CA,16453  COLORADO AVENUE,PARAMOUNT,90723,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6037,,,177,177,177,,,(562) 531-3110
KINDRED HOSPITAL PHILADELPHIA,392027,ScionHealth,Apollo Global Management,Y,PA,6129 PALMETTO STREET,LAWNCREST,19111,,December 2021,PE,Proprietary,LTACH,Northeast ,,,,1,Urban,Metro,42101,,,109,46,52,,,(215) 722-8555
KINDRED HOSPITAL RANCHO,052049,ScionHealth,Apollo Global Management,Y,CA,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6071,,,55,55,55,,,(909) 581-6400
KINDRED HOSPITAL RIVERSIDE,052052,ScionHealth,Apollo Global Management,Y,CA,2224 MEDICAL CENTER DRIVE,PERRIS,92571,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6065,,,40,40,40,,,(951) 436-3535
KINDRED HOSPITAL SAN ANTONIO,452016,ScionHealth,Apollo Global Management,Y,TX,3636 MEDICAL DRIVE,SAN ANTONIO,78229,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48029,,,59,59,59,,,(210) 616-0616
KINDRED HOSPITAL SOUTH BAY,052050,ScionHealth,Apollo Global Management,Y,CA,1246 WEST 155TH STREET,GARDENA,90247,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6037,,,59,38,58,,,(310) 323-5330
KINDRED HOSPITAL SUGAR LAND,452080,ScionHealth,Apollo Global Management,Y,TX,1550 FIRST COLONY BOULEVARD,SUGAR LAND,77479,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48157,,,80,151,171,,,(281) 275-6000
KINDRED HOSPITAL THE PALM BEACHES,102025,ScionHealth,Apollo Global Management,Y,FL,5555 W BLUE HERON BLVD,RIVIERA BEACH,33418,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12099,,,70,70,70,,,(561) 840-0754
KINDRED HOSPITAL WESTMINSTER,052035,ScionHealth,Apollo Global Management,Y,CA,200 HOSPITAL CIRCLE,WESTMINSTER,92683,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,6059,,,109,109,109,,,(714) 893-4541
KINDRED HOSPITAL- SAN ANTONIO CENTRAL,452073,ScionHealth,Apollo Global Management,Y,TX,111 DALLAS STREET  4TH FLOOR,SAN ANTONIO,78205,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48029,,,44,44,44,,,(210) 297-7182
KINDRED HOSPITAL-BAY AREA-TAMPA,102009,ScionHealth,Apollo Global Management,Y,FL,4555 S MANHATTAN AVE,TAMPA,33611,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12057,,,133,155,155,,,(813) 839-6341
KINDRED HOSPITAL-CENTRAL TAMPA,102013,ScionHealth,Apollo Global Management,Y,FL,4801 N HOWARD AVE,TAMPA,33603,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12057,,,102,102,102,,,(813) 874-7575
KINDRED HOSPITAL-DENVER,062009,ScionHealth,Apollo Global Management,Y,CO,1920 N HIGH ST,DENVER,80218,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,8031,,,68,68,68,,,(303) 320-5871
KINDRED HOSPITAL-NORTH FLORIDA,102015,ScionHealth,Apollo Global Management,Y,FL,801 OAK ST,GREEN COVE SPRINGS,32043,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12019,,,59,73,73,,,(904) 284-9230
KINDRED HOSPITAL-SEATTLE,502002,ScionHealth,Apollo Global Management,Y,WA,1334 TERRY AVE,SEATTLE,98101,,December 2021,PE,Proprietary,LTACH,West ,,,,1,Urban,Metro,53033,,,80,80,80,,,(206) 364-2050
KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,102010,ScionHealth,Apollo Global Management,Y,FL,1516 E LAS OLAS BLVD,FORT LAUDERDALE,33301,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,12011,,,197,64,64,,,(954) 764-8900
KINDRED HOSPITAL-TARRANT COUNTY,452028,ScionHealth,Apollo Global Management,Y,TX,1000 N COOPER ST,ARLINGTON,76011,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48439,,,160,80,80,,,(817) 543-0200
KINDRED HOSPITALS-DAYTON,362033,ScionHealth,Apollo Global Management,Y,OH,707 EAST EDWIN C MOSES BLVD,DAYTON,45417,,December 2021,PE,Proprietary,LTACH,Midwest ,,,,1,Urban,Metro,39113,,,67,67,67,,,(937) 234-2606
KINDRED HOSPTIAL EL PASO,452079,ScionHealth,Apollo Global Management,Y,TX,1740 CURIE DRIVE,EL PASO,79902,,December 2021,PE,Proprietary,LTACH,South ,,,,1,Urban,Metro,48141,,,72,72,72,,,(915) 351-9044
